trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,timepoint
671321,19:12:00,19:12:00,155612,3,,,,1
671321,19:22:00,19:22:00,155595,4,,,,1
671321,19:23:00,19:23:00,155600,5,,,,1
671321,19:24:00,19:24:00,155641,6,,,,1
671321,19:28:00,19:28:00,155604,7,,,,1
671321,19:33:00,19:33:00,155650,8,,,,1
671321,19:38:00,19:38:00,155601,9,,,,1
671321,19:45:00,19:45:00,155646,10,,,,1
671321,19:55:00,19:55:00,155612,11,,,,1
671400,20:05:00,20:05:00,155598,1,,,,1
671400,20:07:00,20:07:00,155594,2,,,,1
671400,20:12:00,20:12:00,155612,3,,,,1
671400,20:22:00,20:22:00,155595,4,,,,1
671400,20:23:00,20:23:00,155600,5,,,,1
671400,20:24:00,20:24:00,155641,6,,,,1
671400,20:28:00,20:28:00,155604,7,,,,1
671400,20:33:00,20:33:00,155650,8,,,,1
671400,20:38:00,20:38:00,155601,9,,,,1
671400,20:45:00,20:45:00,155646,10,,,,1
671400,20:55:00,20:55:00,155612,11,,,,1
671401,21:05:00,21:05:00,155598,1,,,,1
671401,,,155594,2,,,,0
671401,21:12:00,21:12:00,155612,3,,,,1
649257,06:45:00,06:45:00,155563,1,,,,1
649257,07:05:00,07:05:00,155598,2,,,,1
649257,07:15:00,07:15:00,155653,3,,,,1
649257,07:25:00,07:25:00,155633,4,,,,1
649257,07:30:00,07:30:00,155620,5,,,,1
649257,07:35:00,07:35:00,155628,6,,,,1
649257,07:40:00,07:40:00,155613,7,,,,1
649257,07:50:00,07:50:00,155653,8,,,,1
649260,08:05:00,08:05:00,155598,1,,,,1
649260,08:15:00,08:15:00,155653,2,,,,1
649260,08:25:00,08:25:00,155633,3,,,,1
649260,08:30:00,08:30:00,155620,4,,,,1
649260,08:35:00,08:35:00,155628,5,,,,1
649260,08:40:00,08:40:00,155613,6,,,,1
649260,08:50:00,08:50:00,155653,7,,,,1
649261,09:05:00,09:05:00,155598,1,,,,1
649261,09:15:00,09:15:00,155653,2,,,,1
649261,09:25:00,09:25:00,155633,3,,,,1
649261,09:30:00,09:30:00,155620,4,,,,1
649261,09:35:00,09:35:00,155628,5,,,,1
649261,09:40:00,09:40:00,155613,6,,,,1
649261,09:50:00,09:50:00,155653,7,,,,1
649262,10:05:00,10:05:00,155598,1,,,,1
649262,10:15:00,10:15:00,155653,2,,,,1
649262,10:25:00,10:25:00,155633,3,,,,1
649262,10:30:00,10:30:00,155620,4,,,,1
649262,10:35:00,10:35:00,155628,5,,,,1
649262,10:40:00,10:40:00,155613,6,,,,1
649262,10:50:00,10:50:00,155653,7,,,,1
649263,11:05:00,11:05:00,155598,1,,,,1
649263,11:15:00,11:15:00,155653,2,,,,1
649263,11:25:00,11:25:00,155633,3,,,,1
649263,11:30:00,11:30:00,155620,4,,,,1
649263,11:35:00,11:35:00,155628,5,,,,1
649263,11:40:00,11:40:00,155613,6,,,,1
649263,11:50:00,11:50:00,155653,7,,,,1
670146,13:25:00,13:25:00,155653,2,,,,1
670146,,,155633,3,,,,0
670146,,,155620,4,,,,0
670146,13:35:00,13:35:00,155628,5,,,,1
670146,13:40:00,13:40:00,155613,6,,,,1
670146,13:50:00,13:50:00,155653,7,,,,1
670148,14:05:00,14:05:00,155598,1,,,,1
670148,14:15:00,14:15:00,155653,2,,,,1
670148,14:25:00,14:25:00,155633,3,,,,1
670148,,,155620,4,,,,0
670148,,,155628,5,,,,0
670148,,,155613,6,,,,0
670148,,,155653,7,,,,0
670148,14:30:00,14:30:00,155563,8,,,,1
670149,16:05:00,16:05:00,155598,1,,,,1
670149,16:15:00,16:15:00,155653,2,,,,1
670149,16:25:00,16:25:00,155633,3,,,,1
670149,16:30:00,16:30:00,155620,4,,,,1
670149,16:35:00,16:35:00,155628,5,,,,1
670149,16:40:00,16:40:00,155613,6,,,,1
670149,16:50:00,16:50:00,155653,7,,,,1
670150,17:05:00,17:05:00,155598,1,,,,1
670150,17:15:00,17:15:00,155653,2,,,,1
670150,17:25:00,17:25:00,155633,3,,,,1
670150,17:30:00,17:30:00,155620,4,,,,1
670150,17:35:00,17:35:00,155628,5,,,,1
670150,17:40:00,17:40:00,155613,6,,,,1
670150,17:50:00,17:50:00,155653,7,,,,1
670151,18:05:00,18:05:00,155598,1,,,,1
670151,18:15:00,18:15:00,155653,2,,,,1
670151,18:25:00,18:25:00,155633,3,,,,1
670151,18:30:00,18:30:00,155620,4,,,,1
670151,18:35:00,18:35:00,155628,5,,,,1
670151,18:40:00,18:40:00,155613,6,,,,1
670151,18:50:00,18:50:00,155653,7,,,,1
670152,19:25:00,19:25:00,155653,2,,,,1
670152,,,155633,3,,,,0
670152,,,155620,4,,,,0
670152,19:35:00,19:35:00,155628,5,,,,1
670152,19:40:00,19:40:00,155613,6,,,,1
670152,19:50:00,19:50:00,155653,7,,,,1
670153,20:05:00,20:05:00,155598,1,,,,1
670153,20:15:00,20:15:00,155653,2,,,,1
670153,20:25:00,20:25:00,155633,3,,,,1
670153,20:30:00,20:30:00,155620,4,,,,1
670153,20:35:00,20:35:00,155628,5,,,,1
670153,20:40:00,20:40:00,155613,6,,,,1
670153,20:50:00,20:50:00,155653,7,,,,1
670154,21:05:00,21:05:00,155598,1,,,,1
670154,21:15:00,21:15:00,155653,2,,,,1
670154,21:25:00,21:25:00,155633,3,,,,1
670154,21:30:00,21:30:00,155620,4,,,,1
670154,21:35:00,21:35:00,155628,5,,,,1
670154,21:40:00,21:40:00,155613,6,,,,1
670154,,,155653,7,,,,0
670154,21:45:00,21:45:00,155563,8,,,,1
670434,14:40:00,14:40:00,155613,6,,,,1
670434,14:50:00,14:50:00,155653,7,,,,1
670435,15:05:00,15:05:00,155598,1,,,,1
670435,15:15:00,15:15:00,155653,2,,,,1
670435,15:25:00,15:25:00,155633,3,,,,1
670435,15:30:00,15:30:00,155620,4,,,,1
670435,15:35:00,15:35:00,155628,5,,,,1
670435,15:40:00,15:40:00,155613,6,,,,1
670435,15:50:00,15:50:00,155653,7,,,,1
670828,12:05:00,12:05:00,155598,1,,,,1
670828,12:15:00,12:15:00,155653,2,,,,1
670828,12:25:00,12:25:00,155633,3,,,,1
670828,12:30:00,12:30:00,155620,4,,,,1
670828,12:35:00,12:35:00,155628,5,,,,1
670828,12:40:00,12:40:00,155613,6,,,,1
670828,12:50:00,12:50:00,155653,7,,,,1
649256,17:25:00,17:25:00,155653,1,,,,1
649256,17:35:00,17:35:00,155628,2,,,,1
649256,17:40:00,17:40:00,155613,3,,,,1
649256,17:50:00,17:50:00,155653,4,,,,1
649242,12:05:00,12:05:00,155598,1,,,,1
649242,12:15:00,12:15:00,155653,2,,,,1
649242,12:25:00,12:25:00,155633,3,,,,1
649242,12:30:00,12:30:00,155620,4,,,,1
649242,12:35:00,12:35:00,155628,5,,,,1
649242,12:40:00,12:40:00,155613,6,,,,1
649242,12:50:00,12:50:00,155653,7,,,,1
649243,13:05:00,13:05:00,155598,1,,,,1
649243,13:15:00,13:15:00,155653,2,,,,1
649243,13:25:00,13:25:00,155633,3,,,,1
649243,13:30:00,13:30:00,155620,4,,,,1
649243,13:35:00,13:35:00,155628,5,,,,1
649243,13:40:00,13:40:00,155613,6,,,,1
649243,13:50:00,13:50:00,155653,7,,,,1
649244,14:05:00,14:05:00,155598,1,,,,1
649244,14:15:00,14:15:00,155653,2,,,,1
649244,14:25:00,14:25:00,155633,3,,,,1
649244,14:30:00,14:30:00,155620,4,,,,1
649244,14:35:00,14:35:00,155628,5,,,,1
649244,14:40:00,14:40:00,155613,6,,,,1
649244,14:50:00,14:50:00,155653,7,,,,1
649245,15:05:00,15:05:00,155598,1,,,,1
649245,15:15:00,15:15:00,155653,2,,,,1
649245,15:25:00,15:25:00,155633,3,,,,1
649245,15:30:00,15:30:00,155620,4,,,,1
649245,15:35:00,15:35:00,155628,5,,,,1
649245,15:40:00,15:40:00,155613,6,,,,1
649245,15:50:00,15:50:00,155653,7,,,,1
649246,18:05:00,18:05:00,155598,1,,,,1
649246,18:15:00,18:15:00,155653,2,,,,1
649246,18:25:00,18:25:00,155633,3,,,,1
649246,18:30:00,18:30:00,155620,4,,,,1
649246,18:35:00,18:35:00,155628,5,,,,1
649246,18:40:00,18:40:00,155613,6,,,,1
649246,18:50:00,18:50:00,155653,7,,,,1
649247,19:05:00,19:05:00,155598,1,,,,1
649247,19:15:00,19:15:00,155653,2,,,,1
649247,19:25:00,19:25:00,155633,3,,,,1
649247,19:30:00,19:30:00,155620,4,,,,1
649247,19:35:00,19:35:00,155628,5,,,,1
649247,19:40:00,19:40:00,155613,6,,,,1
649247,19:50:00,19:50:00,155653,7,,,,1
649248,20:05:00,20:05:00,155598,1,,,,1
649248,20:15:00,20:15:00,155653,2,,,,1
649248,20:25:00,20:25:00,155633,3,,,,1
649248,20:30:00,20:30:00,155620,4,,,,1
649248,20:35:00,20:35:00,155628,5,,,,1
649248,20:40:00,20:40:00,155613,6,,,,1
649248,20:50:00,20:50:00,155653,7,,,,1
670829,21:05:00,21:05:00,155598,1,,,,1
670829,21:15:00,21:15:00,155653,2,,,,1
670829,21:25:00,21:25:00,155633,3,,,,1
670829,21:30:00,21:30:00,155620,4,,,,1
670829,21:35:00,21:35:00,155628,5,,,,1
670829,21:40:00,21:40:00,155613,6,,,,1
671322,16:05:00,16:05:00,155598,1,,,,1
671322,16:15:00,16:15:00,155653,2,,,,1
671322,16:25:00,16:25:00,155633,3,,,,1
671322,16:30:00,16:30:00,155620,4,,,,1
671322,16:35:00,16:35:00,155628,5,,,,1
671322,16:40:00,16:40:00,155613,6,,,,1
671322,16:50:00,16:50:00,155653,7,,,,1
672393,11:30:00,11:30:00,155598,1,,,,1
672393,,,155653,2,,,,0
672393,,,155633,3,,,,0
672393,,,155620,4,,,,0
672393,,,155628,5,,,,0
672393,11:40:00,11:40:00,155613,6,,,,1
672393,11:50:00,11:50:00,155653,7,,,,1
649155,04:37:00,04:37:00,155563,1,,,,1
649155,04:45:00,04:45:00,155568,2,,,,1
649155,05:15:00,05:15:00,155595,3,,,,1
649155,05:20:00,05:20:00,155604,4,,,,1
649155,05:23:00,05:23:00,155652,5,,,,1
649155,05:45:00,05:45:00,155648,6,,,,1
649155,05:55:00,05:55:00,155591,7,,,,1
649155,06:05:00,06:05:00,155571,8,,,,1
649155,06:19:00,06:19:00,155552,9,,,,1
649155,06:39:00,06:39:00,155652,10,,,,1
649155,06:42:00,06:42:00,155604,11,,,,1
649155,06:47:00,06:47:00,155595,12,,,,1
649155,06:57:00,06:57:00,155598,13,,,,1
649155,07:10:00,07:10:00,155653,14,,,,1
649155,07:16:00,07:16:00,155568,15,,,,1
649155,07:48:00,07:48:00,156718,16,,,,1
649155,07:58:00,07:58:00,155565,17,,,,1
649155,08:06:00,08:06:00,155589,18,,,,1
649155,08:10:00,08:10:00,155555,19,,,,1
649155,08:16:00,08:16:00,155546,20,,,,1
649155,08:23:00,08:23:00,156718,21,,,,1
